   5.0000000e+01   2.0000000e+00   1.7073495e+24
   1.0000000e+02   2.0000000e+00   4.8291136e+24
   2.0000000e+02   2.0000000e+00   1.3658796e+25
   3.0000000e+02   2.0000000e+00   2.5092810e+25
   4.0000000e+02   2.0000000e+00   3.8632909e+25
   5.0000000e+02   2.0000000e+00   5.3991131e+25
   6.0000000e+02   2.0000000e+00   7.0973185e+25
   7.0000000e+02   2.0000000e+00   8.9436435e+25
   8.0000000e+02   2.0000000e+00   1.0927037e+26
   9.0000000e+02   2.0000000e+00   1.3038607e+26
   1.0000000e+03   2.0000000e+00   1.5270998e+26
   2.0000000e+03   2.0000000e+00   4.3192905e+26
   3.0000000e+03   2.0000000e+00   7.9350433e+26
   5.0000000e+03   2.0000000e+00   1.7073495e+27
   8.0000000e+03   2.0000000e+00   3.4554324e+27
   1.0000000e+04   2.0000000e+00   4.8291136e+27
   1.2500000e+04   2.0000000e+00   6.7488914e+27
   1.5000000e+04   2.0000000e+00   8.8716481e+27
   1.8000000e+04   2.0000000e+00   1.1662084e+28
   2.0000000e+04   2.0000000e+00   1.3658796e+28
   2.2500000e+04   2.0000000e+00   1.6298258e+28
   2.5000000e+04   2.0000000e+00   1.9088747e+28
   2.8000000e+04   2.0000000e+00   2.2625827e+28
   3.0000000e+04   2.0000000e+00   2.5092810e+28
