   3.0000000e+02   7.9000000e-01   2.1000000e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.0500000e+03   7.9000000e-01   2.1000000e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.8000000e+03   7.9028105e-01   2.1027953e-01  -5.6889406e-04   9.6132467e-08   2.3315337e-10   8.1243477e-06   9.6139428e-08
   2.5500000e+03   7.7979592e-01   1.9957031e-01   1.9559069e-02   1.6032792e-10   7.4276098e-08   1.0746223e-03   1.6032795e-10
   3.3000000e+03   7.5839182e-01   1.7528861e-01   5.1480857e-02   3.6686987e-08   1.2878349e-05   1.4825763e-02   3.6686987e-08
   4.0500000e+03   7.2099811e-01   1.2696460e-01   8.3659166e-02   1.1418462e-06   3.2475240e-04   6.8051088e-02   1.1418462e-06
   4.8000000e+03   6.7810471e-01   6.7718016e-02   9.5433939e-02   1.1076747e-05   2.9383305e-03   1.5578285e-01   1.1076747e-05
   5.5500000e+03   6.4406060e-01   2.7808472e-02   8.5326183e-02   5.2900058e-05   1.4683968e-02   2.2801498e-01   5.2900058e-05
   6.3000000e+03   6.0672988e-01   1.0713782e-02   6.7855572e-02   1.6375310e-04   4.9907313e-02   2.6446595e-01   1.6375310e-04
   7.0500000e+03   5.4199844e-01   4.4218669e-03   5.1252637e-02   3.7995938e-04   1.2653215e-01   2.7503499e-01   3.7995938e-04
   7.8000000e+03   4.3969103e-01   2.0063055e-03   3.7017975e-02   7.0944706e-04   2.5107561e-01   2.6879018e-01   7.0944706e-04
   8.5500000e+03   3.1428266e-01   9.9475202e-04   2.5382580e-02   1.1159259e-03   4.0405756e-01   2.5305059e-01   1.1159259e-03
   9.3000000e+03   1.9636094e-01   5.3727139e-04   1.6555219e-02   1.5445918e-03   5.4780652e-01   2.3565087e-01   1.5445918e-03
   1.0050000e+04   1.0951041e-01   3.1603578e-04   1.0433177e-02   1.9617546e-03   6.5358935e-01   2.2222752e-01   1.9617546e-03
   1.0800000e+04   5.7183365e-02   2.0081273e-04   6.5050880e-03   2.3626098e-03   7.1723809e-01   2.1414742e-01   2.3626098e-03
   1.1550000e+04   2.9533144e-02   1.3559171e-04   4.1017963e-03   2.7555384e-03   7.5075510e-01   2.0996329e-01   2.7555384e-03
   1.2300000e+04   1.5677269e-02   9.5792500e-05   2.6514190e-03   3.1490058e-03   7.6740038e-01   2.0787713e-01   3.1490058e-03
   1.3050000e+04   8.7060501e-03   7.0051356e-05   1.7660169e-03   3.5487923e-03   7.7560136e-01   2.0675893e-01   3.5487923e-03
   1.3800000e+04   5.0821832e-03   5.2649183e-05   1.2120282e-03   3.9599113e-03   7.7967771e-01   2.0605560e-01   3.9599113e-03
   1.4550000e+04   3.1145517e-03   4.0468348e-05   8.5522280e-04   4.3865299e-03   7.8169724e-01   2.0551946e-01   4.3865299e-03
   1.5300000e+04   1.9963362e-03   3.1697958e-05   6.1871245e-04   4.8316145e-03   7.8264793e-01   2.0504209e-01   4.8316145e-03
   1.6050000e+04   1.3326758e-03   2.5231910e-05   4.5765238e-04   5.2980264e-03   7.8301326e-01   2.0457513e-01   5.2980264e-03
   1.6800000e+04   9.2275807e-04   2.0366884e-05   3.4522512e-04   5.7886599e-03   7.8303840e-01   2.0409593e-01   5.7886599e-03
   1.7550000e+04   6.6010273e-04   1.6640638e-05   2.6497389e-04   6.3053146e-03   7.8285346e-01   2.0359419e-01   6.3053146e-03
   1.8300000e+04   4.8608311e-04   1.3741274e-05   2.0652927e-04   6.8487820e-03   7.8253054e-01   2.0306554e-01   6.8487820e-03
   1.9050000e+04   3.6726640e-04   1.1453765e-05   1.6319121e-04   7.4195240e-03   7.8211086e-01   2.0250818e-01   7.4195240e-03
   1.9800000e+04   2.8391484e-04   9.6266959e-06   1.3052831e-04   8.0177923e-03   7.8161886e-01   2.0192148e-01   8.0177923e-03
   2.0550000e+04   2.2398190e-04   8.1511445e-06   1.0554701e-04   8.6430942e-03   7.8107016e-01   2.0130597e-01   8.6430942e-03
   2.1300000e+04   1.7991634e-04   6.9477033e-06   8.6186660e-05   9.2946433e-03   7.8047505e-01   2.0066262e-01   9.2946433e-03
   2.2050000e+04   1.4685378e-04   5.9574534e-06   7.1001878e-05   9.9712531e-03   7.7984085e-01   1.9999283e-01   9.9712531e-03
   2.2800000e+04   1.2158290e-04   5.1359922e-06   5.8961401e-05   1.0671269e-02   7.7917329e-01   1.9929849e-01   1.0671269e-02
