   4.0000000e+02   3.7613340e+00
   9.0000000e+02   4.0216452e+00
   1.4000000e+03   4.2951142e+00
   1.9000000e+03   4.3754764e+00
   2.4000000e+03   4.6392049e+00
   2.9000000e+03   4.8459371e+00
   3.4000000e+03   5.1379427e+00
   3.9000000e+03   5.3678131e+00
   4.4000000e+03   5.5232729e+00
   4.9000000e+03   5.6258679e+00
   5.4000000e+03   5.4249882e+00
   5.9000000e+03   5.2309564e+00
   6.4000000e+03   5.0975801e+00
   6.9000000e+03   5.0055612e+00
   7.4000000e+03   4.9417816e+00
   7.9000000e+03   4.8974534e+00
   8.4000000e+03   4.7295946e+00
   8.9000000e+03   4.5697633e+00
   9.4000000e+03   4.4433785e+00
   9.9000000e+03   4.3408999e+00
   1.0400000e+04   4.2397284e+00
   1.0900000e+04   4.1496509e+00
   1.1400000e+04   4.0707027e+00
   1.1900000e+04   3.9997623e+00
   1.2400000e+04   3.9345092e+00
   1.2900000e+04   3.8670055e+00
   1.3400000e+04   3.8013495e+00
   1.3900000e+04   3.7379319e+00
   1.4400000e+04   3.6758688e+00
   1.4900000e+04   3.6143859e+00
   1.5400000e+04   3.5715625e+00
   1.5900000e+04   3.5315677e+00
   1.6400000e+04   3.4894824e+00
   1.6900000e+04   3.4453370e+00
   1.7400000e+04   3.3990426e+00
   1.7900000e+04   3.3505774e+00
   1.8400000e+04   3.3190924e+00
   1.8900000e+04   3.2893533e+00
   1.9400000e+04   3.2565746e+00
   1.9900000e+04   3.2209484e+00
   2.0400000e+04   3.1976015e+00
   2.0900000e+04   3.1749035e+00
   2.1400000e+04   3.1492619e+00
   2.1900000e+04   3.1208708e+00
   2.2400000e+04   3.0897458e+00
   2.2900000e+04   3.0712456e+00
   2.3400000e+04   3.0538981e+00
   2.3900000e+04   3.0339723e+00
   2.4400000e+04   3.0116133e+00
   2.4900000e+04   2.9869801e+00
   2.5400000e+04   2.9753063e+00
   2.5900000e+04   2.9653122e+00
   2.6400000e+04   2.9533016e+00
   2.6900000e+04   2.9392946e+00
   2.7400000e+04   2.9234537e+00
   2.7900000e+04   2.9058697e+00
   2.8400000e+04   2.8865736e+00
   2.8900000e+04   2.8656046e+00
   2.9400000e+04   2.8430964e+00
   2.9900000e+04   2.8189765e+00
