   1.0000000e+03   9.3251686e-39  -3.8030343e+01
   1.1000000e+03   3.1260873e-34  -3.3504999e+01
   1.2000000e+03   1.8594741e-30  -2.9730610e+01
   1.3000000e+03   2.9224740e-27  -2.6534249e+01
   1.4000000e+03   1.6130903e-24  -2.3792341e+01
   1.5000000e+03   3.8528127e-22  -2.1414222e+01
   1.6000000e+03   4.6573291e-20  -1.9331863e+01
   1.7000000e+03   3.2120411e-18  -1.7493219e+01
   1.8000000e+03   1.3874208e-16  -1.5857792e+01
   1.9000000e+03   4.0402148e-15  -1.4393596e+01
   2.0000000e+03   8.4133736e-14  -1.3075030e+01
   2.1000000e+03   1.3141397e-12  -1.1881358e+01
   2.2000000e+03   1.6010433e-11  -1.0795597e+01
   2.3000000e+03   1.5714246e-10  -9.8037065e+00
   2.4000000e+03   1.2764862e-09  -8.8939839e+00
   2.5000000e+03   8.7781914e-09  -8.0565950e+00
   2.6000000e+03   5.2093614e-08  -7.2832155e+00
   2.7000000e+03   2.7117391e-07  -6.5667521e+00
   2.8000000e+03   1.2556756e-06  -5.9011225e+00
   2.9000000e+03   5.2350183e-06  -5.2810818e+00
   3.0000000e+03   1.9857172e-05  -4.7020826e+00
   3.1000000e+03   6.9157176e-05  -4.1601627e+00
   3.2000000e+03   2.2291921e-04  -3.6518525e+00
   3.3000000e+03   6.6972856e-04  -3.1741012e+00
   3.4000000e+03   1.8870531e-03  -2.7242159e+00
   3.5000000e+03   5.0140603e-03  -2.2998105e+00
   3.6000000e+03   1.2625162e-02  -1.8987630e+00
   3.7000000e+03   3.0256573e-02  -1.5191803e+00
   3.8000000e+03   6.9283943e-02  -1.1593674e+00
   3.9000000e+03   1.5212382e-01  -8.1780278e-01
   4.0000000e+03   3.2128002e-01  -4.9311628e-01
   4.1000000e+03   6.5452942e-01  -1.8407083e-01
   4.2000000e+03   1.2895950e+00   1.1045334e-01
   4.3000000e+03   2.4630452e+00   3.9147238e-01
   4.4000000e+03   4.5699404e+00   6.5991054e-01
   4.5000000e+03   8.2529718e+00   9.1661036e-01
   4.6000000e+03   1.4532541e+01   1.1623415e+00
   4.7000000e+03   2.4992442e+01   1.3978087e+00
   4.8000000e+03   4.2039550e+01   1.6236581e+00
   4.9000000e+03   6.9260159e+01   1.8404835e+00
   5.0000000e+03   1.1190040e+02   2.0488317e+00
   5.1000000e+03   1.7750312e+02   2.2492060e+00
   5.2000000e+03   2.7673801e+02   2.4420688e+00
