   1.0000000e+03   3.3951310e-41  -4.0469143e+01
   1.1000000e+03   6.6401551e-37  -3.6177822e+01
   1.2000000e+03   2.5475629e-33  -3.2593875e+01
   1.3000000e+03   2.7875931e-30  -2.9554771e+01
   1.4000000e+03   1.1369637e-27  -2.6944253e+01
   1.5000000e+03   2.1039091e-25  -2.4676973e+01
   1.6000000e+03   2.0471322e-23  -2.2688854e+01
   1.7000000e+03   1.1725861e-21  -2.0930855e+01
   1.8000000e+03   4.3171478e-20  -1.9364803e+01
   1.9000000e+03   1.0951195e-18  -1.7960539e+01
   2.0000000e+03   2.0234028e-17  -1.6693918e+01
   2.1000000e+03   2.8484079e-16  -1.5545398e+01
   2.2000000e+03   3.1693341e-15  -1.4499032e+01
   2.3000000e+03   2.8731628e-14  -1.3541640e+01
   2.4000000e+03   2.1766042e-13  -1.2662221e+01
   2.5000000e+03   1.4076015e-12  -1.1851520e+01
   2.6000000e+03   7.9122863e-12  -1.1101698e+01
   2.7000000e+03   3.9258561e-11  -1.0406066e+01
   2.8000000e+03   1.7422749e-10  -9.7588833e+00
   2.9000000e+03   6.9952457e-10  -9.1551970e+00
   3.0000000e+03   2.5662075e-09  -8.5907082e+00
   3.1000000e+03   8.6761639e-09  -8.0616723e+00
   3.2000000e+03   2.7238222e-08  -7.5648212e+00
   3.3000000e+03   7.9931659e-08  -7.0972812e+00
   3.4000000e+03   2.2054069e-07  -6.6565113e+00
   3.5000000e+03   5.7509958e-07  -6.2402569e+00
   3.6000000e+03   1.4239326e-06  -5.8465106e+00
   3.7000000e+03   3.3614109e-06  -5.4734784e+00
   3.8000000e+03   7.5935903e-06  -5.1195528e+00
   3.9000000e+03   1.6470667e-05  -4.7832888e+00
   4.0000000e+03   3.4404583e-05  -4.4633837e+00
   4.1000000e+03   6.9396862e-05  -4.1586602e+00
   4.2000000e+03   1.3550291e-04  -3.8680514e+00
   4.3000000e+03   2.5669157e-04  -3.5905884e+00
   4.4000000e+03   4.7272754e-04  -3.3253891e+00
   4.5000000e+03   8.4791309e-04  -3.0716487e+00
   4.6000000e+03   1.4837772e-03  -2.8286313e+00
   4.7000000e+03   2.5370965e-03  -2.5956630e+00
   4.8000000e+03   4.2449722e-03  -2.3721251e+00
   4.9000000e+03   6.9590685e-03  -2.1574489e+00
   5.0000000e+03   1.1191536e-02  -1.9511103e+00
   5.1000000e+03   1.7675681e-02  -1.7526238e+00
   5.2000000e+03   2.7445279e-02  -1.5615324e+00
   5.3000000e+03   4.1936103e-02  -1.3774119e+00
   5.4000000e+03   6.3114502e-02  -1.1998708e+00
   5.5000000e+03   9.3638273e-02  -1.0285466e+00
   5.6000000e+03   1.3705559e-01  -8.6310323e-01
   5.7000000e+03   1.9804829e-01  -7.0322890e-01
   5.8000000e+03   2.8272632e-01  -5.4863376e-01
   5.9000000e+03   3.9898076e-01  -3.9904805e-01
   6.0000000e+03   5.5690307e-01  -2.5422039e-01
   6.1000000e+03   7.6927891e-01  -1.1391617e-01
   6.2000000e+03   1.0521648e+00   2.2083750e-02
   6.3000000e+03   1.4255563e+00   1.5398439e-01
   6.4000000e+03   1.9141577e+00   2.8197771e-01
   6.5000000e+03   2.5482597e+00   4.0624368e-01
   6.6000000e+03   3.3647376e+00   5.2695120e-01
   6.7000000e+03   4.4081762e+00   6.4425895e-01
   6.8000000e+03   5.7321313e+00   7.5831613e-01
   6.9000000e+03   7.4005368e+00   8.6926322e-01
   7.0000000e+03   9.4892647e+00   9.7723256e-01
   7.1000000e+03   1.2087847e+01   1.0823490e+00
   7.2000000e+03   1.5301367e+01   1.1847302e+00
