   4.0000000e+02   2.5000000e+00
   9.0000000e+02   2.4999928e+00
   1.4000000e+03   2.5000138e+00
   1.9000000e+03   2.4998179e+00
   2.4000000e+03   2.5041121e+00
   2.9000000e+03   2.5160733e+00
   3.4000000e+03   2.5487671e+00
   3.9000000e+03   2.6073998e+00
   4.4000000e+03   2.6953101e+00
   4.9000000e+03   2.8168136e+00
   5.4000000e+03   2.9257464e+00
   5.9000000e+03   3.0324756e+00
   6.4000000e+03   3.1445247e+00
   6.9000000e+03   3.2600219e+00
   7.4000000e+03   3.3771515e+00
   7.9000000e+03   3.4942081e+00
   8.4000000e+03   3.5667609e+00
   8.9000000e+03   3.6128206e+00
   9.4000000e+03   3.6410508e+00
   9.9000000e+03   3.6512429e+00
   1.0400000e+04   3.6687294e+00
   1.0900000e+04   3.6801805e+00
   1.1400000e+04   3.6800909e+00
   1.1900000e+04   3.6687311e+00
   1.2400000e+04   3.6464213e+00
   1.2900000e+04   3.6393940e+00
   1.3400000e+04   3.6324211e+00
   1.3900000e+04   3.6196533e+00
   1.4400000e+04   3.6012644e+00
   1.4900000e+04   3.5774242e+00
   1.5400000e+04   3.5765159e+00
   1.5900000e+04   3.5807541e+00
   1.6400000e+04   3.5835045e+00
   1.6900000e+04   3.5848127e+00
   1.7400000e+04   3.5847263e+00
   1.7900000e+04   3.5832882e+00
   1.8400000e+04   3.5959803e+00
   1.8900000e+04   3.6126434e+00
   1.9400000e+04   3.6295680e+00
   1.9900000e+04   3.6467629e+00
   2.0400000e+04   3.6666865e+00
   2.0900000e+04   3.6876714e+00
   2.1400000e+04   3.7091390e+00
   2.1900000e+04   3.7310696e+00
   2.2400000e+04   3.7534634e+00
   2.2900000e+04   3.7762392e+00
   2.3400000e+04   3.7994499e+00
   2.3900000e+04   3.8230718e+00
   2.4400000e+04   3.8471021e+00
   2.4900000e+04   3.8715285e+00
   2.5400000e+04   3.8901597e+00
   2.5900000e+04   3.9072955e+00
   2.6400000e+04   3.9244112e+00
   2.6900000e+04   3.9415412e+00
   2.7400000e+04   3.9586532e+00
   2.7900000e+04   3.9757892e+00
   2.8400000e+04   3.9928968e+00
   2.8900000e+04   4.0100125e+00
   2.9400000e+04   4.0271069e+00
   2.9900000e+04   4.0441862e+00
