   1.0000000e+02   3.5004462e+00
   6.0000000e+02   3.6216396e+00
   1.1000000e+03   4.0087545e+00
   1.6000000e+03   4.2064336e+00
   2.1000000e+03   4.3570485e+00
   2.6000000e+03   4.4158815e+00
   3.1000000e+03   4.4565947e+00
   3.6000000e+03   4.4832132e+00
   4.1000000e+03   4.5038617e+00
   4.6000000e+03   4.5206659e+00
   5.1000000e+03   4.5382624e+00
   5.6000000e+03   4.5666525e+00
   6.1000000e+03   4.5923191e+00
   6.6000000e+03   4.6157685e+00
   7.1000000e+03   4.6373809e+00
   7.6000000e+03   4.6574564e+00
   8.1000000e+03   4.6939085e+00
   8.6000000e+03   4.7952303e+00
   9.1000000e+03   4.8881212e+00
   9.6000000e+03   4.9732747e+00
   1.0100000e+04   5.0864098e+00
   1.0600000e+04   5.3236148e+00
   1.1100000e+04   5.5381332e+00
   1.1600000e+04   5.7303749e+00
   1.2100000e+04   5.9007536e+00
   1.2600000e+04   6.0934361e+00
   1.3100000e+04   6.4251608e+00
   1.3600000e+04   6.7121304e+00
   1.4100000e+04   6.9550996e+00
   1.4600000e+04   7.1555104e+00
   1.5100000e+04   7.3558618e+00
   1.5600000e+04   7.6630290e+00
   1.6100000e+04   7.9073795e+00
   1.6600000e+04   8.0930278e+00
   1.7100000e+04   8.2248680e+00
   1.7600000e+04   8.3085193e+00
   1.8100000e+04   8.3741552e+00
   1.8600000e+04   8.4883339e+00
   1.9100000e+04   8.5526152e+00
   1.9600000e+04   8.5740051e+00
   2.0100000e+04   8.5700637e+00
   2.0600000e+04   8.5737464e+00
   2.1100000e+04   8.5446858e+00
   2.1600000e+04   8.4891112e+00
   2.2100000e+04   8.4125885e+00
   2.2600000e+04   8.3280642e+00
   2.3100000e+04   8.2592231e+00
   2.3600000e+04   8.1757091e+00
   2.4100000e+04   8.0813548e+00
   2.4600000e+04   7.9793602e+00
   2.5100000e+04   7.8767369e+00
   2.5600000e+04   7.7859760e+00
   2.6100000e+04   7.6910335e+00
   2.6600000e+04   7.5938775e+00
   2.7100000e+04   7.4959962e+00
   2.7600000e+04   7.3986453e+00
   2.8100000e+04   7.3028191e+00
   2.8600000e+04   7.2092299e+00
   2.9100000e+04   7.1183932e+00
   2.9600000e+04   7.0307922e+00
