   3.0000000e+02   7.9000000e-01   2.1000000e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.0500000e+03   7.9000000e-01   2.1000000e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.8000000e+03   7.9033841e-01   2.1033575e-01  -6.8948753e-04   2.4605868e-07   1.2136370e-09   1.4834650e-05   2.4601239e-07
   2.5500000e+03   7.7946139e-01   1.9905011e-01   1.9529374e-02   3.6072290e-10   1.3554990e-07   1.9589907e-03   3.6072290e-10
   3.3000000e+03   7.5432762e-01   1.6878472e-01   5.0381212e-02   6.6011821e-08   2.3380442e-05   2.6482934e-02   6.6011821e-08
   4.0500000e+03   7.0775337e-01   1.0478101e-01   7.5298700e-02   1.9552742e-06   5.8074627e-04   1.1158226e-01   1.9552742e-06
   4.8000000e+03   6.6263318e-01   4.1064521e-02   7.3463640e-02   1.7431859e-05   5.2099631e-03   2.1759383e-01   1.7431859e-05
   5.5500000e+03   6.2964455e-01   1.2545006e-02   5.6664823e-02   7.7388980e-05   2.6063649e-02   2.7492719e-01   7.7388980e-05
   6.3000000e+03   5.7631120e-01   4.0564910e-03   4.0693047e-02   2.2706876e-04   8.7095463e-02   2.9138966e-01   2.2706876e-04
   7.0500000e+03   4.7512920e-01   1.5067001e-03   2.8011322e-02   4.9768969e-04   2.0990389e-01   2.8445350e-01   4.9768969e-04
   7.8000000e+03   3.3376971e-01   6.3369876e-04   1.8126135e-02   8.6683561e-04   3.8196595e-01   2.6377084e-01   8.6683561e-04
   8.5500000e+03   1.9483274e-01   2.9949588e-04   1.0965906e-02   1.2701678e-03   5.5091598e-01   2.4044555e-01   1.2701678e-03
   9.3000000e+03   9.6883088e-02   1.5930285e-04   6.3320784e-03   1.6630628e-03   6.6990452e-01   2.2339489e-01   1.6630628e-03
   1.0050000e+04   4.4258476e-02   9.4182135e-05   3.6207890e-03   2.0407659e-03   7.3372052e-01   2.1422451e-01   2.0407659e-03
   1.0800000e+04   2.0189683e-02   6.0311805e-05   2.1183056e-03   2.4129847e-03   7.6276030e-01   2.1004543e-01   2.4129847e-03
   1.1550000e+04   9.6612371e-03   4.0878741e-05   1.2881541e-03   2.7880729e-03   7.7528361e-01   2.0814997e-01   2.7880729e-03
   1.2300000e+04   4.9290414e-03   2.8900850e-05   8.1660859e-04   3.1707831e-03   7.8071642e-01   2.0716746e-01   3.1707831e-03
   1.3050000e+04   2.6819011e-03   2.1122761e-05   5.3823598e-04   3.5639727e-03   7.8309458e-01   2.0653621e-01   3.5639727e-03
   1.3800000e+04   1.5487568e-03   1.5861307e-05   3.6724244e-04   3.9709109e-03   7.8409050e-01   2.0603581e-01   3.9709109e-03
   1.4550000e+04   9.4351120e-04   1.2181293e-05   2.5825217e-04   4.3947806e-03   7.8441896e-01   2.0557753e-01   4.3947806e-03
   1.5300000e+04   6.0269791e-04   9.5345802e-06   1.8644769e-04   4.8379916e-03   7.8440112e-01   2.0512421e-01   4.8379916e-03
   1.6050000e+04   4.0151193e-04   7.5853762e-06   1.3773242e-04   5.3030845e-03   7.8418815e-01   2.0465885e-01   5.3030845e-03
   1.6800000e+04   2.7765440e-04   6.1201611e-06   1.0380777e-04   5.7927633e-03   7.8385431e-01   2.0417258e-01   5.7927633e-03
   1.7550000e+04   1.9845744e-04   4.9987632e-06   7.9630109e-05   6.3087063e-03   7.8343839e-01   2.0366111e-01   6.3087063e-03
   1.8300000e+04   1.4605785e-04   4.1267387e-06   6.2040998e-05   6.8516324e-03   7.8296187e-01   2.0312264e-01   6.8516324e-03
   1.9050000e+04   1.1031363e-04   3.4390674e-06   4.9007998e-05   7.4219532e-03   7.8243699e-01   2.0255634e-01   7.4219532e-03
   1.9800000e+04   8.5254700e-05   2.8900218e-06   3.9190587e-05   8.0198872e-03   7.8187101e-01   2.0196188e-01   8.0198872e-03
   2.0550000e+04   6.7244670e-05   2.4467431e-06   3.1684969e-05   8.6449203e-03   7.8126899e-01   2.0133979e-01   8.6449203e-03
   2.1300000e+04   5.4007293e-05   2.0852975e-06   2.5869875e-05   9.2962484e-03   7.8063462e-01   2.0069092e-01   9.2962484e-03
   2.2050000e+04   4.4077736e-05   1.7879399e-06   2.1309980e-05   9.9726759e-03   7.7997093e-01   2.0001655e-01   9.9726759e-03
   2.2800000e+04   3.6489679e-05   1.5413056e-06   1.7694926e-05   1.0672538e-02   7.7928081e-01   1.9931839e-01   1.0672538e-02
