   5.0000000e+01   4.0000000e+00   1.6992794e+31
   1.0000000e+02   4.0000000e+00   4.8062880e+31
   2.0000000e+02   4.0000000e+00   1.3594235e+32
   3.0000000e+02   4.0000000e+00   2.4974205e+32
   4.0000000e+02   4.0000000e+00   3.8450304e+32
   5.0000000e+02   4.0000000e+00   5.3735933e+32
   6.0000000e+02   4.0000000e+00   7.0637719e+32
   7.0000000e+02   4.0000000e+00   8.9013699e+32
   8.0000000e+02   4.0000000e+00   1.0875388e+33
   9.0000000e+02   4.0000000e+00   1.2976978e+33
   1.0000000e+03   4.0000000e+00   1.5198817e+33
   2.0000000e+03   4.0000000e+00   4.2988747e+33
   3.0000000e+03   4.0000261e+00   7.8975885e+33
   5.0000000e+03   4.0045134e+00   1.7011968e+34
   8.0000000e+03   4.0846577e+00   3.5118863e+34
   1.0000000e+04   4.2289619e+00   5.0814023e+34
   1.2500000e+04   4.5137493e+00   7.5797042e+34
   1.5000000e+04   4.8878675e+00   1.0789619e+35
   1.8000000e+04   5.4099783e+00   1.5698353e+35
   2.0000000e+04   5.7819294e+00   1.9650227e+35
   2.2500000e+04   6.2577444e+00   2.5377065e+35
   2.5000000e+04   6.7352394e+00   3.1989898e+35
   2.8000000e+04   7.3015811e+00   4.1105862e+35
   3.0000000e+04   7.6728167e+00   4.7905625e+35
