   3.0000000e+02   7.9000000e-01   2.1000000e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.0500000e+03   7.9000000e-01   2.1000000e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.8000000e+03   7.5875282e-01   1.7873088e-01   6.2315782e-02   7.8070819e-06   2.0503609e-06   1.8285264e-04   7.8070384e-06
   2.5500000e+03   7.7066804e-01   1.8537420e-01   1.8740247e-02   5.4430186e-08   1.7977531e-06   2.5215613e-02   5.4430002e-08
   3.3000000e+03   6.9078737e-01   6.6455340e-02   3.0287471e-02   6.5413321e-07   2.8601780e-04   2.1218249e-01   6.5413323e-07
   4.0500000e+03   6.4782230e-01   5.5177173e-03   1.6531521e-02   1.1560090e-05   7.0108286e-03   3.2309451e-01   1.1560090e-05
   4.8000000e+03   5.9950016e-01   5.7373361e-04   8.2594690e-03   7.4600754e-05   6.3248963e-02   3.2826847e-01   7.4600754e-05
   5.5500000e+03   4.3195059e-01   9.6233436e-05   4.1106490e-03   2.5712053e-04   2.6629545e-01   2.9703283e-01   2.5712053e-04
   6.3000000e+03   1.8460562e-01   2.2100273e-05   1.6999561e-03   5.3266610e-04   5.6575500e-01   2.4685199e-01   5.3266610e-04
   7.0500000e+03   4.6273393e-02   7.0931284e-06   5.9978960e-04   8.1500209e-04   7.3307384e-01   2.1841588e-01   8.1500209e-04
   7.8000000e+03   1.0255650e-02   3.0116698e-06   2.1904109e-04   1.1050277e-03   7.7644202e-01   2.1087023e-01   1.1050277e-03
   8.5500000e+03   2.6458098e-03   1.5130424e-06   9.0828676e-05   1.4141290e-03   7.8536656e-01   2.0906703e-01   1.4141290e-03
   9.3000000e+03   8.1947023e-04   8.4904450e-07   4.2515015e-05   1.7412806e-03   7.8725890e-01   2.0839570e-01   1.7412806e-03
   1.0050000e+04   2.9677987e-04   5.1657420e-07   2.1958582e-05   2.0831673e-03   7.8755353e-01   2.0796088e-01   2.0831673e-03
   1.0800000e+04   1.2218964e-04   3.3451488e-07   1.2272911e-05   2.4372265e-03   7.8741261e-01   2.0757814e-01   2.4372265e-03
   1.1550000e+04   5.5930571e-05   2.2750055e-07   7.3117025e-06   2.8028898e-03   7.8712808e-01   2.0720267e-01   2.8028898e-03
   1.2300000e+04   2.7970600e-05   1.6094334e-07   4.5905507e-06   3.1804238e-03   7.8678489e-01   2.0682154e-01   3.1804238e-03
   1.3050000e+04   1.5074331e-05   1.1760584e-07   3.0109908e-06   3.5705921e-03   7.8641063e-01   2.0642998e-01   3.5705921e-03
   1.3800000e+04   8.6630702e-06   8.8277870e-08   2.0490547e-06   3.9756669e-03   7.8601349e-01   2.0602438e-01   3.9756669e-03
   1.4550000e+04   5.2638053e-06   6.7771371e-08   1.4387878e-06   4.3983305e-03   7.8559505e-01   2.0560152e-01   4.3983305e-03
   1.5300000e+04   3.3574256e-06   5.3029993e-08   1.0378158e-06   4.8407271e-03   7.8515503e-01   2.0515906e-01   4.8407271e-03
   1.6050000e+04   2.2347032e-06   4.2178621e-08   7.6622166e-07   5.3052501e-03   7.8469192e-01   2.0469454e-01   5.3052501e-03
   1.6800000e+04   1.5444942e-06   3.4024918e-08   5.7728164e-07   5.7945176e-03   7.8420352e-01   2.0420529e-01   5.7945176e-03
   1.7550000e+04   1.1035559e-06   2.7786536e-08   4.4271737e-07   6.3101555e-03   7.8368844e-01   2.0368968e-01   6.3101555e-03
   1.8300000e+04   8.1198580e-07   2.2936686e-08   3.4486746e-07   6.8528495e-03   7.8314611e-01   2.0314701e-01   6.8528495e-03
   1.9050000e+04   6.1317088e-07   1.9112919e-08   2.7238683e-07   7.4229900e-03   7.8257623e-01   2.0257689e-01   7.4229900e-03
   1.9800000e+04   4.7382761e-07   1.6060470e-08   2.1780163e-07   8.0207817e-03   7.8197861e-01   2.0197912e-01   8.0207817e-03
   2.0550000e+04   3.7370032e-07   1.3596355e-08   1.7607710e-07   8.6456993e-03   7.8135382e-01   2.0135422e-01   8.6456993e-03
   2.1300000e+04   3.0011732e-07   1.1587343e-08   1.4375444e-07   9.2969339e-03   7.8070268e-01   2.0070299e-01   9.2969339e-03
   2.2050000e+04   2.4492753e-07   9.9346863e-09   1.1841111e-07   9.9732827e-03   7.8002640e-01   2.0002666e-01   9.9732827e-03
   2.2800000e+04   2.0275555e-07   8.5640311e-09   9.8320583e-08   1.0673079e-02   7.7932666e-01   1.9932687e-01   1.0673079e-02
