   4.0000000e+02   3.5159087e+00
   9.0000000e+02   3.8488347e+00
   1.4000000e+03   4.1290276e+00
   1.9000000e+03   4.3093388e+00
   2.4000000e+03   4.3961406e+00
   2.9000000e+03   4.4451328e+00
   3.4000000e+03   4.4764104e+00
   3.9000000e+03   4.4990807e+00
   4.4000000e+03   4.5171960e+00
   4.9000000e+03   4.5323040e+00
   5.4000000e+03   4.5611511e+00
   5.9000000e+03   4.5908813e+00
   6.4000000e+03   4.6179455e+00
   6.9000000e+03   4.6427957e+00
   7.4000000e+03   4.6657864e+00
   7.9000000e+03   4.6871912e+00
   8.4000000e+03   4.7980193e+00
   8.9000000e+03   4.9210539e+00
   9.4000000e+03   5.0333884e+00
   9.9000000e+03   5.1356600e+00
   1.0400000e+04   5.4269792e+00
   1.0900000e+04   5.7360943e+00
   1.1400000e+04   6.0108025e+00
   1.1900000e+04   6.2510072e+00
   1.2400000e+04   6.4569945e+00
   1.2900000e+04   6.8788643e+00
   1.3400000e+04   7.2931701e+00
   1.3900000e+04   7.6339670e+00
   1.4400000e+04   7.9032318e+00
   1.4900000e+04   8.1047692e+00
   1.5400000e+04   8.4743370e+00
   1.5900000e+04   8.8002253e+00
   1.6400000e+04   9.0279282e+00
   1.6900000e+04   9.1674147e+00
   1.7400000e+04   9.2300035e+00
   1.7900000e+04   9.2276359e+00
   1.8400000e+04   9.3058456e+00
   1.8900000e+04   9.3443643e+00
   1.9400000e+04   9.3195930e+00
   1.9900000e+04   9.2442450e+00
   2.0400000e+04   9.1897252e+00
   2.0900000e+04   9.1068343e+00
   2.1400000e+04   8.9896843e+00
   2.1900000e+04   8.8476453e+00
   2.2400000e+04   8.6885435e+00
   2.2900000e+04   8.5622701e+00
   2.3400000e+04   8.4311704e+00
   2.3900000e+04   8.2889832e+00
   2.4400000e+04   8.1404894e+00
   2.4900000e+04   7.9894310e+00
   2.5400000e+04   7.8636061e+00
   2.5900000e+04   7.7409401e+00
   2.6400000e+04   7.6170265e+00
   2.6900000e+04   7.4940571e+00
   2.7400000e+04   7.3734765e+00
   2.7900000e+04   7.2564577e+00
   2.8400000e+04   7.1437845e+00
   2.8900000e+04   7.0360569e+00
   2.9400000e+04   6.9335142e+00
   2.9900000e+04   6.8364383e+00
